江阴二分之壹装潢有限公司 ,江阴市塘前路232号(昊柏国际向北200米...,13961607687,86996623,
无锡博弈长居装饰设计有限公司 ,无锡锡山区团结路红星美凯龙3号馆2楼,13358106266,82030122,
江阴市名匠装饰设计有限公司 ,连洋路254号,18914185095,86892236,
江阴嘉隆和装饰工程有限公司 ,江阴人民东路343号--353号,13706169683,86597979,
上海惠居建筑装饰设计工程有限公司江阴分公司 ,江阴市芦花路407号2412-2414(万...,13915246161,86886336,
江阴五八装饰工程有限公司 ,,13771616940,,
北京东筑空间装饰工程有限公司江阴分公司            ,江阴市红星美凯龙北广场金字塔建筑 / 江阴...,4008-659-600,,
江苏鲁班装饰集团江阴分公司            ,江阴市延陵路592号,4008-659-600,,
江苏旭日装饰有限公司江阴分公司            ,丽都城市花园52号(靠近延陵路),4008-659-600,,
江阴巴洛克装饰设计工程有限公司            ,滨江西路8号国家软件园创意世界圣廷街53号,4008-659-600,,
江阴煌盛装饰有限公司            ,江阴市长江路152号国际商务中心a座903...,4008-659-600,,
江阴百乐居装饰工程有限公司            ,,4008-659-600,,
江阴旭日名品装饰工程有限公司            ,,4008-659-600,,
江阴锦华装饰工程有限公司             ,,4008-659-600,,
锦华装饰江阴分公司            ,江阴市延陵路572-3,4008-659-600,,
东易日盛装饰江阴分公司            ,海澜国贸一楼大堂西南座,4008-659-600,,
旭日装饰江阴分公司            ,丽都城市花园52号（靠近延陵路）,4008-659-600,,
聆海设计装饰工程有限公司            ,通渡北路299号智富大厦1220室,4008-659-600,,
上海广昊装饰工程有限公司            ,中山北路276号,4008-659-600,,
九鼎装饰股份有限公司江阴分公司            ,江阴市河北街357号（良晨家具广场往东50...,4008-659-600,,
江阴宣臣装饰设计工程有限公司            ,江阴澄江街道东外环路9号高新技术创业园设计...,4008-659-600,,
江苏旭日装饰工程有限公司            ,延陵路丽都城市花园52号,4008-659-600,,
江阴市东筑空间装饰有限公司            ,江阴市红星美凯龙负一楼东北角,4008-659-600,,
江阴东易日盛装饰            ,江阴海澜国贸22楼,4008-659-600,,
江阴二分之壹装潢有限公司            ,江阴市塘前路232号(昊柏国际向北200米...,4008-659-600,,
江阴华乔装饰有限公司            ,江阴市人民东路80号,4008-659-600,,
红蚂蚁装饰江阴分公司            ,,4008-659-600,,
东美设计师事务所            ,江苏省江阴市澄江街道阳光路93号,4008-659-600,,
江阴市盛州装饰设计有限公司            ,江阴市果园路钢材市场535#,4008-659-600,,
